TX_REF|TX_CHAVE|TX_VALOR
EQ_TipoConclusaoNaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0015|PADRÃO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0016|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0017|ENDEREÇO NÃO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0018|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0034|POTÊNCIA DE GERAÇÃO DIVERGENTE DO PROJETO
EQ_TipoConclusaoNaoExecutada|MA_PA_PDARVOBT_EXECPDBT_0002|NÃO EXECUTADO - GERAR PODA MT
EQ_TipoConclusaoNaoExecutada|MA_PA_PDARVOBT_EXECPDBT_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_PA_PDARVOMT_EXECPDMT_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RC_REATACAT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_REATACAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLALTC_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLALTC_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLAPFT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAC_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAC_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAC_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAR_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAR_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATEN_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATEN_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLATEN_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLCUST_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLCUST_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLERLT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLERLT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLFAAT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLFAAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLFATU_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLFATU_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLFATU_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLOUAT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLOUAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLOUTR_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLOUTR_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLOUTR_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLPRAT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLPRAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLPRAZ_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLPRAZ_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLPRAZ_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLSUAT_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLSUAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLSUIN_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLSUIN_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLSUIN_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLVRCO_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECLVRCO_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMACAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMALAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMALTC_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMAPAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMAPFT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMATAC_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMATAR_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMATAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMATEN_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMCOIN_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMCUAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMCUST_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMERAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMERLT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMFAAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMFATU_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMINAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMINDS_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMLIAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMLIUC_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMOUAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMOUTR_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMPRAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMPRAZ_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMSUAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMSUIN_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMTAAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMVRAT_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECMVRCO_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECPLIUC_VERGEREX_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECPLIUC_VERGERMA_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RC_RECPLIUC_VERGERRD_0002|NÃO EXECUTADO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGAAT_EXCSERVI_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGAAT_EXECSERV_0006|CASA FECHADA-SEM ACESSO AO DISJUNTOR
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGAAT_EXECSERV_0008|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGAAT_EXECSERV_0009|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGAAT_EXECSERV_0011|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGAAT_EXECSERV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXCSERVI_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXCSERVI_0019|EXECUTADO - VERIFICAR CORTE INDEVIDO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXECSERV_0006|CASA FECHADA -SEM ACESSO AO DISJUNTOR
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXECSERV_0008|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXECSERV_0009|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXECSERV_0011|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABD_EXECSERV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABT_EXCSERVI_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABT_EXECSERV_0006|CASA FECHADA-SEM ACESSO AO DISJUNTOR
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABT_EXECSERV_0008|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABT_EXECSERV_0009|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABT_EXECSERV_0011|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGABT_EXECSERV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGASI_EXCSERVI_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGASI_EXECSERV_0006|CASA FECHADA-SEM ACESSO AO DISJUNTOR
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGASI_EXECSERV_0008|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGASI_EXECSERV_0009|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGASI_EXECSERV_0011|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_RI_RELIGASI_EXECSERV_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_TROCAPAD_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0004|ALTURA DA CAIXA FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0007|CXA DE MEDIÇÃO DETERIORADA (S/TAMPA,ETC)
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0008|DISJUNTORES FORA DA ESPECIFICAÇÃO/INEXIS
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0009|ELETRODUTO FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0010|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDIÇÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0014|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0015|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0016|PADRÃO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0022|FIO NEUTRO COM COR NÃO DIFERENCIADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0023|INEXISTÊNCIA DE REDE TRIFÁSICA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0024|EXECUTADO VISTORIA COM FINANC. PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0027|REDE TRIFÁSICA FURTADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0028|REDE TRIFÁSICA NÃO SUPORTA CARGA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPADR_0029|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0004|ALTURA DA CAIXA FORA DE PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0006|LIBERADA SEM VAGA P/ MEDIÇÃO REMOTA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0007|CXA DE MEDIÇÃO DETERIORADA (S/TAMPA,ETC)
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0008|DISJUNTORES FORA DA ESPECIFICAÇÃO/INEXIS
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0010|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDIÇÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0014|OBSTÁCULO IMPEDE A EXECUÇÃO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0015|PADRÃO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0016|PADRÃO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0017|REJEIÇÃO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0022|FIO NEUTRO COM COR NÃO DIFERENCIADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0024|EXECUTADO VISTORIA COM FINANC. PADRÃO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPABT_VISTPSAC_0029|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_TROPCATB_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_TROPCATC_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_TROPSATB_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_TROPSATC_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0004|ALTURA DA CAIXA FORA DE PADRAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0007|CXA DE MEDICAO DETERIORADA (S/TAMPA,ETC)
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0008|DISJUNTOR FORA DA ESPECIFICACAO/INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0009|ELETRODUTO FORA DE PADRAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0010|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDICAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0014|OBSTACULO IMPEDE A EXECUCAO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0015|PADRAO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0016|PADRAO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0022|FIO NEUTRO COM COR NAO DIFERENCIADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0023|INEXISTENCIA DE REDE TRIFASICA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0027|REDE TRIFASICA FURTADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0028|REDE TRIFASICA NAO SUPORTA CARGA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATB_0029|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0004|ALTURA DA CAIXA FORA DE PADRAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0007|CXA DE MEDICAO DETERIORADA (S/TAMPA,ETC)
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0008|DISJUNTOR FORA DA ESPECIFICACAO/INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0009|ELETRODUTO FORA DE PADRAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0010|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDICAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0014|OBSTACULO IMPEDE A EXECUCAO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0015|PADRAO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0016|PADRAO RECUADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0022|FIO NEUTRO COM COR NAO DIFERENCIADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0023|INEXISTENCIA DE REDE TRIFASICA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0027|REDE TRIFASICA FURTADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0028|REDE TRIFASICA NAO SUPORTA CARGA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPCATC_0029|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0004|ALTURA DA CAIXA FORA DE PADRAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0007|CXA DE MEDICAO DETERIORADA (S/ TAMPA, ETC)
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0008|DISJUNTOR FORA DA ESPECIFICACAO / INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0010|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDICAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0014|OBSTACULO IMPEDE A EXECUCAO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0015|PADRAO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0022|FIO NEUTRO COM COR NAO DIFERENCIADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATB_0029|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0004|ALTURA DA CAIXA FORA DE PADRAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0007|CXA DE MEDICAO DETERIORADA (S/ TAMPA, ETC)
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0008|DISJUNTOR FORA DA ESPECIFICACAO / INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0010|ENDERECO NAO LOCALIZADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0011|FALTA DE ATERRAMENTO DA CAIXA DE MEDICAO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0014|OBSTACULO IMPEDE A EXECUCAO - SEM ACESSO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0015|PADRAO INEXISTENTE
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0017|REJEICAO PARA CANCELAMENTO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0022|FIO NEUTRO COM COR NAO DIFERENCIADA
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0025|POSTE AVARIADO
EQ_TipoConclusaoNaoExecutada|MA_TR_TROCPAOT_VSTPSATC_0029|RISCO IMINENTE
EQ_TipoConclusaoNaoExecutada|MA_TM_TMCONCEN_EXECUTTM_0042|????????????
