TX_REF|TX_CHAVE|TX_VALOR
EQ_TipoConclusaoExecutada|MA_MT_PODABT_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_PODABT_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_PODADD_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_PODADD_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_PODAMT_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_PODAMT_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_POSTADER_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_POSTADER_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_RDCONMAN_MSCTEC_0001|MA_MT_RDCONMAN_MSCTEC_0001 - EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_RDCONMAN_MSCTEC_0002|MA_MT_RDCONMAN_MSCTEC_0002 - NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_REGTENBY_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_REGTENBY_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_REGTRFAV_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_REGTRFAV_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_RELIGABY_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_RELIGABY_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_RETIMED7_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_RETIMED7_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBINELO_MSCTEC_0001|MA_MT_SUBINELO_MSCTEC_0001 - EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBINELO_MSCTEC_0002|MA_MT_SUBINELO_MSCTEC_0002 - NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSMED _MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSMED _MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSMED_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSMED_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSRAM _MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSRAM _MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSRAM_MSCTEC_000|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSRAM_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SUBSRAM_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SURAMA_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_SURAMA_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TAPTRAFO_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TAPTRAFO_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TESTCOMU_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TESTCOMU_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TRAFAVAR_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TRAFAVAR_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TROCCOND_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_TROCCOND_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VAOBAIXO_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VAOBAIXO_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQAUT_MSCTEC_0001|MA_MT_VEREQAUT_MSCTEC_0001 - EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQAUT_MSCTEC_0002|MA_MT_VEREQAUT_MSCTEC_0002 - NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQCOI_MSCTEC_0001|MA_MT_VEREQCOI_MSCTEC_0001 - EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQCOI_MSCTEC_0002|MA_MT_VEREQCOI_MSCTEC_0002 - NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQMAN_MSCTEC_0001|MA_MT_VEREQMAN_MSCTEC_0001 - EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQMAN_MSCTEC_0002|MA_MT_VEREQMAN_MSCTEC_0002 - NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQUIP_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VEREQUIP_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISEQQMD_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISEQQMD_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISGRUPA_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISGRUPA_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISGRUPB_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISGRUPB_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISTTECN_MSCTEC_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_MT_VISTTECN_MSCTEC_0002|NAO EXECUTADO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0001|SERVIÇO EXECUTADO - SEM PENDÊNCIA
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0002|SERVIÇO EXECUTADO - LIGADO DIRETO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0003|SERVIÇO EXECUTADO - ATUALIZAR MEDIDOR
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0006|PENDÊNCIA DE CADASTRO GEOREDE
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0007|PENDÊNCIA DE PODA
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0009|PENDÊNCIA REPOSIÇÃO CONDUTORES
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0010|PENDÊNCIA RETIRAR BY PASS MT
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0011|PENDÊNCIA SUBST. CRUZETAS
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0012|PENDÊNCIA SUBST. CHAVES
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0013|PENDÊNCIA SUBST. ISOLADORES
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0014|PENDÊNCIA SUBST. PARA - RAIO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0015|PENDÊNCIA VAZAMENTO ÓLEO TRAFO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0016|PEND. SUBST/INSTAL. ATERRAMENTO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0018|RELIGADOR DE TENSÃO BY PASSADO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0019|RELIGADOR DE POSTE BY PASSADO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0020|SEC. TRI BY PASSADO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0021|SEC. MONO RETIRADO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0022|BANCO CAPACITOR ABERTO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0023|CHAVE RELIGADORA DESARMADA
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0024|PENDÊNCIAS DE CABO DE TELECOM
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0025|PEND. POSTE ABALROADO POR TERCEIRO
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0026|PENDÊNCIA POSTE AVARIADO PRIORIDADE 1
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0027|PENDÊNCIA POSTE AVARIADO PRIORIDADE 2
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0028|PENDÊNCIA POSTE AVARIADO PRIORIDADE 3
EQ_TipoConclusaoExecutada|MA_NR_SEMFLENG_SEMFLENG_0029|PENDÊNCIA APR NEGATIVA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_INCOFORN_0001|TENSÃO ADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_INCOFORN_0002|TENSÃO INADEQUADA PROBLEMA RESOLVIDO
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_INCOFORN_0003|TENSÃO INADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_LEVANCAR_0007|PROCEDENTE
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_LEVANCAR_0008|IMPROCEDENTE
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MANUTERE_0001|MANUTENÇÃO EXECUTADA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MDGRAPOS_0001|TENSÃO ADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MDGRAPOS_0002|TENSÃO INADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MEDTEN7D_0001|PROCEDENTE
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MEDTEN7D_0002|PROCEDENTE-CADASTRO NO PONTO DE CONEXÃO
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MEDTEN7D_0003|IMPROCEDENTE
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MNITENIN_0001|TENSÃO INADEQUADA PROBLEMA RESOLVIDO
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MNITENIN_0002|TENSÃO INADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVELTEN_MNITENIN_0003|TENSÃO ADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MANUTERE_0001|MANUTENÇÃO EXECUTADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MDGRAPOS_0001|TENSÃO ADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MDGRAPOS_0002|TENSÃO INADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MEDTEN7D_0001|PROCEDENTE
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MEDTEN7D_0002|PROCEDENTE-CADASTRO NO PONTO DE CONEXÃO
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MEDTEN7D_0003|IMPROCEDENTE
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MNITENIN_0001|MANUTENÇÃO EXECUTADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MNITENIN_0002|TENSÃO INADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MNITENIN_0003|TENSÃO ADEQUADA
EQ_TipoConclusaoExecutada|MA_NT_NIVTREIN_MNITENIN_0011|TENSÃO ADEQUADA
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_LEVANTOB_0001|EXECUÇÃO VISTORIA/CONEXÃO(APROVADA COM CONEXÃO) (LEVANTOB)
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_LEVANTOB_0002|EXECUÇÃO VISTORIA/CONEXÃO E INSTALAÇÃO DE PADRÃO (LEVANTOB)
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_LEVANTOB_0003|EXECUÇÃO VISTORIA/CONEXÃO E FINANCIAMENTO DE PADRÃO EM CAMPO (LEVANTOB)
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_LEVANTOB_00039|POSSUI REDE - VISTORIA PROGRAMADA
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_LEVANTOB_0039|POSSUI REDE - VISTORIA PROGRAMADA (OC)
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_VISTCONX_0001|EXECUÇÃO VISTORIA/CONEXÃO(APROVADA COM CONEXÃO)
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_VISTCONX_0002|EXECUÇÃO VISTORIA/CONEXÃO E INSTALAÇÃO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_VISTCONX_0003|EXECUÇÃO VISTORIA/CONEXÃO E FINANCIAMENTO DE PADRÃO EM CAMPO
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_VISTCONX_0004|EXECUÇÃO VISTORIA/CONEXÃO TEMPORÁRIA C/MEDIÇÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCNXBTN_VISTCONX_0005|EXECUÇÃO VISTORIA/CONEXÃO TEMPORÁRIA C/GERAÇÃO DISTRIBUIDA
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0001|EXECUÇÃO VISTORIA/CONEXÃO (APROVADA COM CONEXÃO)
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0002|EXECUÇÃO VISTORIA/CONEXÃO E INSTALAÇÃO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0003|EXECUÇÃO VISTORIA/CONEXÃO E FINANCIAMENTO DE PADRÃO EM CAMPO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0004|MA_OC_ORCOXNBT_LEVANTOB_0004 - EXECUÇÃO VISTORIA/ CONEXÃO TEMPORÁRIA C/MEDIÇÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0006|EXECUÇÃO VISTORIA/ CONEXÃO TEMPORÁRIA S/MEDIÇÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0035|LEVANTAMENTO REALIZADO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_LEVANTOB_0037|POSSUI REDE - CONECTAR
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0001|EXECUÇÃO VISTORIA/CONEXÃO (APROVADO COM CONEXÃO)
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0002|EXECUÇÃO VISTORIA/CONEXÃO E INSTALAÇÃO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0003|EXECUÇÃO VISTORIA/CONEXÃO E FINANCIAMENTO DE PADRÃO EM CAMPO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0004|EXECUÇÃO VISTORIA/ CONEXÃO TEMPORÁRIA C/MEDIÇÃO
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0005|EXECUÇÃO VISTORIA/ CONEXÃO TEMPORÁRIA C/GERAÇÃO DISTRIBUIDA
EQ_TipoConclusaoExecutada|MA_OC_ORCOXNBT_VISTCONX_0006|EXECUÇÃO VISTORIA/ CONEXÃO TEMPORÁRIA S/MEDIÇÃO
EQ_TipoConclusaoExecutada|MA_PA_PDARVOBT_EXECPDBT_0001|SERVIÇO EXECUTADO
EQ_TipoConclusaoExecutada|MA_PA_PDARVOMT_EXECPDMT_0001|SERVIÇO EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_REATACAT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_REATACAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLALTC_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLALTC_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLAPFT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAC_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAC_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAC_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAR_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAR_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATEN_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATEN_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLATEN_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLCUST_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLCUST_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLERLT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLERLT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLFAAT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLFAAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLFATU_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLFATU_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLFATU_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLOUAT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLOUAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLOUTR_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLOUTR_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLOUTR_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLPRAT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLPRAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLPRAZ_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLPRAZ_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLPRAZ_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLSUAT_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLSUAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLSUIN_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLSUIN_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLSUIN_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLVRCO_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECLVRCO_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMACAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMALAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMALTC_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMAPAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMAPFT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMATAC_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMATAR_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMATAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMATEN_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMCOIN_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMCUAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMCUST_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMERAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMERLT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMFAAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMFATU_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMINAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMINDS_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMLIAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMLIUC_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMOUAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMOUTR_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMPRAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMPRAZ_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMSUAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMSUIN_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMTAAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMVRAT_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECMVRCO_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECPLIUC_VERGEREX_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECPLIUC_VERGERMA_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RC_RECPLIUC_VERGERRD_0001|EXECUTADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXCSERVI_0019|EXECUTADO- VERIFICAR CORTE INDEVIDO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0001|SERVIÇO EXECUTADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0002|EXECUTADO COM FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0003|EXECUTADO COM TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0004|EXECUTADO COM TROCA DE MEDIDOR E FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0005|EXECUTADO-REGULARIZAÇÃO DE AUTO RELIGADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0007|RELIGADO SIMBOLICO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0012|EXECUTADO COM MUDANÇA DE MEDIDOR DE LOCAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0013|EXECUTADO COM MUDANÇA DE MEDIDOR DE LOCAL E FINCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0014|EXECUTADO COM MUDANÇA DE RAMAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0015|EXECUTADO COM MUDANÇA DE RAMAL E FINCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGAAT_EXECSERV_0018|EXECUTADO COM IMOVEL FECHADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0001|SERVIÇO EXECUTADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0002|EXECUTADO C/ FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0003|EXECUTADO C/ TROCA DE MEDIDOR
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0004|EXEC.TROCA DE MEDIDOR E FINANC. PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0005|EXECUTADO-REGULARIZAÇÃO DE AUTO RELIGADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0012|EXECUTADO COM MUDANÇA MEDIDOR DE LOCAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0013|EXEC C/ DESLOC. MEDIDOR / FINC. PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0014|EXECUTADO COM MUDANÇA DE RAMAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0015|EXEC.C/MUDANÇA DE RAMAL/FINANC.DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABD_EXECSERV_0018|EXECUTADO C/ IMOVEL FECHADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXCSERVI_0019|EXECUTADO- VERIFICAR CORTE INDEVIDO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0001|SERVIÇO EXECUTADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0002|EXECUTADO COM FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0003|EXECUTADO COM TROCA/INSTALAÇÃO MD
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0004|EXECUTADO COM TROCA DE MEDIDOR E FINANCIAMENTO DE PADRÃO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0005|EXECUTADO-REGULARIZAÇÃO DE AUTO RELIGADO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0007|RELIGADO SIMBOLICO
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0012|EXECUTADO COM MUDANÇA DE MEDIDOR DE LOCAL
EQ_TipoConclusaoExecutada|MA_RI_RELIGABT_EXECSERV_0013|EXECUTADO COM MUDANÇA DE MEDIDOR DE LOCAL E FINCIAMENTO DE PADRÃO
